id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	22acd11a-61aa-406d-98f5-ff2048161927	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.523 < 1.7	0.052536	0.042267	0.186638	0.0935	0.0935	11	19	3	18.0	0.090864	1.523232	0.999922	4.662327e-05	18.0679	18.0679	1.448362	0.060984	1.155060e-04	18.0772	1.448362	0.060984	1.155060e-04	18.0772	1.441970	0.025987	1.250779e-04	18.0781	1.441970	0.025987	1.250779e-04	18.0781	1.448362	0.060984	1.155060e-04	18.0772	1.448362	0.060984	1.155060e-04	18.0772	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
2	A2	22acd11a-61aa-406d-98f5-ff2048161927	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.481 < 1.7	0.061860	0.042267	0.186638	0.0935	0.0935	11	18	4	16.5	0.079782	1.481318	0.999910	1.219577e-04	16.9038	16.9038	1.448362	0.060984	1.767802e-04	16.9283	1.448362	0.060984	1.767802e-04	16.9283	1.441970	0.025987	1.901640e-04	16.9335	1.441970	0.025987	1.901640e-04	16.9335	1.448362	0.060984	1.767802e-04	16.9283	1.448362	0.060984	1.767802e-04	16.9283	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
3	A3	3e524f1a-c869-4d34-86b2-b23523c51042	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.419 < 1.7	0.057911	0.042267	0.186638	0.0935	0.0935	11	19	4	17.5	0.083137	1.418935	0.999976	1.821575e-04	17.8357	17.8357	1.448362	0.060984	1.271867e-04	17.8171	1.448362	0.060984	1.271867e-04	17.8171	1.441970	0.025987	1.374223e-04	17.8210	1.441970	0.025987	1.374223e-04	17.8210	1.448362	0.060984	1.271867e-04	17.8171	1.448362	0.060984	1.271867e-04	17.8171	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	3e524f1a-c869-4d34-86b2-b23523c51042	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.049541	0.042267	0.186638	0.0935	0.0935	12	21	0	nan	nan	nan	nan	nan	nan	nan	1.448362	0.060984	nan	nan	1.448362	0.060984	nan	nan	1.441970	0.025987	nan	nan	1.441970	0.025987	nan	nan	1.448362	0.060984	nan	nan	1.448362	0.060984	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
5	A5	c475d246-bc74-46cb-99e4-b7b0156ed327	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.391 < 1.7	0.055794	0.042267	0.186638	0.0935	0.0935	12	20	4	17.5	0.093961	1.390637	0.999970	2.928895e-04	17.4851	17.4851	1.448362	0.060984	1.437462e-04	17.4867	1.448362	0.060984	1.437462e-04	17.4867	1.441970	0.025987	1.553145e-04	17.4866	1.441970	0.025987	1.553145e-04	17.4866	1.448362	0.060984	1.437462e-04	17.4867	1.448362	0.060984	1.437462e-04	17.4867	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
6	A6	c475d246-bc74-46cb-99e4-b7b0156ed327	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.400 < 1.7	0.056409	0.042267	0.186638	0.0935	0.0935	12	20	4	17.5	0.083882	1.399781	0.999642	2.331385e-04	17.8228	17.8228	1.448362	0.060984	1.283268e-04	17.7930	1.448362	0.060984	1.283268e-04	17.7930	1.441970	0.025987	1.386542e-04	17.7966	1.441970	0.025987	1.386542e-04	17.7966	1.448362	0.060984	1.283268e-04	17.7930	1.448362	0.060984	1.283268e-04	17.7930	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	3883d659-dc4e-49a6-8eba-d967ead370ac	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.396 < 1.7	0.056076	0.042267	0.186638	0.0935	0.0935	11	21	5	18.0	0.083128	1.396445	0.999989	2.038544e-04	18.3521	18.3521	1.448362	0.060984	1.056722e-04	18.3174	1.448362	0.060984	1.056722e-04	18.3174	1.441970	0.025987	1.144291e-04	18.3212	1.441970	0.025987	1.144291e-04	18.3212	1.448362	0.060984	1.056722e-04	18.3174	1.448362	0.060984	1.056722e-04	18.3174	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	3883d659-dc4e-49a6-8eba-d967ead370ac	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.388 < 1.7	0.053066	0.042267	0.186638	0.0935	0.0935	11	21	5	18.0	0.081805	1.388420	0.999963	2.225381e-04	18.4072	18.4072	1.448362	0.060984	1.039899e-04	18.3607	1.448362	0.060984	1.039899e-04	18.3607	1.441970	0.025987	1.126075e-04	18.3651	1.441970	0.025987	1.126075e-04	18.3651	1.448362	0.060984	1.039899e-04	18.3607	1.448362	0.060984	1.039899e-04	18.3607	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
9	A9	550d19ab-b290-4855-8d40-7c230226eba8	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.447 < 1.7	0.051276	0.042267	0.186638	0.0935	0.0935	11	21	4	18.5	0.083744	1.447057	0.999979	8.994331e-05	18.7982	18.7982	1.448362	0.060984	8.845594e-05	18.7975	1.448362	0.060984	8.845594e-05	18.7975	1.441970	0.025987	9.599827e-05	18.8011	1.441970	0.025987	9.599827e-05	18.8011	1.448362	0.060984	8.845594e-05	18.7975	1.448362	0.060984	8.845594e-05	18.7975	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	550d19ab-b290-4855-8d40-7c230226eba8	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.364 < 1.7	0.051482	0.042267	0.186638	0.0935	0.0935	12	19	5	17.0	0.083620	1.363642	0.999972	4.289494e-04	17.3601	17.3601	1.448362	0.060984	1.539574e-04	17.3015	1.448362	0.060984	1.539574e-04	17.3015	1.441970	0.025987	1.659800e-04	17.3051	1.441970	0.025987	1.659800e-04	17.3051	1.448362	0.060984	1.539574e-04	17.3015	1.448362	0.060984	1.539574e-04	17.3015	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
