id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	ba6d1e89-6122-4838-922c-225aeb977a3e	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.453 < 1.7	0.044754	0.034995	0.177011	0.08849999999999998	0.0885	12	19	5	17.0	0.083884	1.453100	0.999810	1.461020e-04	17.1434	17.1434	1.520756	0.079719	6.740065e-05	17.1278	1.500559	0.066843	8.460132e-05	17.1320	1.506119	0.029575	7.944539e-05	17.1308	1.476739	0.027540	1.110490e-04	17.1374	1.520756	0.079719	6.740065e-05	17.1278	1.500559	0.066843	8.460132e-05	17.1320	Yes	No	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes
2	A2	ba6d1e89-6122-4838-922c-225aeb977a3e	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.462 < 1.7	0.048686	0.034995	0.177011	0.08849999999999998	0.0885	12	19	4	16.5	0.076439	1.462003	0.999948	1.450997e-04	16.8858	16.8858	1.520756	0.079719	7.574050e-05	16.8495	1.500559	0.066843	9.443608e-05	16.8610	1.506119	0.029575	8.884494e-05	16.8578	1.476739	0.027540	1.229705e-04	16.8758	1.520756	0.079719	7.574050e-05	16.8495	1.500559	0.066843	9.443608e-05	16.8610	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
3	A3	91e911ef-e9f9-4ef2-9c29-bab468275e5a	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.543 < 1.7	0.047915	0.034995	0.177011	0.08849999999999998	0.0885	11	20	3	18.0	0.078125	1.543307	0.999973	3.166973e-05	18.2874	18.2874	1.520756	0.079719	4.127761e-05	18.2975	1.500559	0.066843	5.250907e-05	18.3073	1.506119	0.029575	4.912691e-05	18.3045	1.476739	0.027540	7.003598e-05	18.3199	1.520756	0.079719	4.127761e-05	18.2975	1.500559	0.066843	5.250907e-05	18.3073	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	No	Yes
4	A4	91e911ef-e9f9-4ef2-9c29-bab468275e5a	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.547 < 1.7	0.049450	0.034995	0.177011	0.08849999999999998	0.0885	11	20	3	18.0	0.083430	1.546846	0.999914	3.245443e-05	18.1352	18.1352	1.520756	0.079719	4.408075e-05	18.1407	1.500559	0.066843	5.607493e-05	18.1454	1.506119	0.029575	5.246310e-05	18.1440	1.476739	0.027540	7.479210e-05	18.1513	1.520756	0.079719	4.408075e-05	18.1407	1.500559	0.066843	5.607493e-05	18.1454	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	No	Yes
5	A5	2707160c-5349-4255-906f-b9dd5d6850e9	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.588 < 1.7	0.047028	0.034995	0.177011	0.08849999999999998	0.0885	12	29	4	26.5	0.070914	1.587826	0.999819	3.384219e-07	26.9791	26.9791	1.520756	0.079719	1.062068e-06	27.0285	1.500559	0.066843	1.513661e-06	27.0459	1.506119	0.029575	1.372333e-06	27.0409	1.476739	0.027540	2.313047e-06	27.0683	1.520756	0.079719	1.062068e-06	27.0285	1.500559	0.066843	1.513661e-06	27.0459	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
6	A6	2707160c-5349-4255-906f-b9dd5d6850e9	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		no plateau;indiv PCR eff is 1.574 < 1.7	0.049122	0.034995	0.177011	0.08849999999999998	0.0885	11	29	3	27.0	0.081686	1.573919	0.999915	3.923086e-07	27.1766	27.1766	1.520756	0.079719	9.920608e-07	27.1911	1.500559	0.066843	1.423370e-06	27.1974	1.506119	0.029575	nan	27.1956	1.476739	0.027540	nan	27.2055	1.520756	0.079719	9.920608e-07	27.1911	1.500559	0.066843	1.423370e-06	27.1974	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
7	A7	8f29ffe7-d5e7-4192-bfee-6db5f2c3c29d	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.551 < 1.7	0.045917	0.034995	0.177011	0.08849999999999998	0.0885	12	25	4	23.5	0.072531	1.550507	0.999738	2.423202e-06	23.9537	23.9537	1.520756	0.079719	3.820520e-06	23.9747	1.500559	0.066843	5.230929e-06	23.9903	1.506119	0.029575	4.795445e-06	23.9859	1.476739	0.027540	7.618804e-06	24.0104	1.520756	0.079719	3.820520e-06	23.9747	1.500559	0.066843	5.230929e-06	23.9903	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	No	Yes
8	A8	8f29ffe7-d5e7-4192-bfee-6db5f2c3c29d	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.553 < 1.7	0.043772	0.034995	0.177011	0.08849999999999998	0.0885	11	25	4	23.5	0.073996	1.552628	0.999710	2.394007e-06	23.9068	23.9068	1.520756	0.079719	3.897704e-06	23.9270	1.500559	0.066843	5.336607e-06	23.9410	1.506119	0.029575	4.892325e-06	23.9370	1.476739	0.027540	7.772723e-06	23.9591	1.520756	0.079719	3.897704e-06	23.9270	1.500559	0.066843	5.336607e-06	23.9410	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	No	Yes
9	A9	d4d44787-be87-4f02-b1ae-0a6ed7389ac9	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.470 < 1.7	0.043162	0.034995	0.177011	0.08849999999999998	0.0885	12	20	4	18.5	0.089599	1.470445	0.999742	7.153142e-05	18.4680	18.4680	1.520756	0.079719	3.838818e-05	18.4706	1.500559	0.066843	4.916099e-05	18.4696	1.506119	0.029575	4.590951e-05	18.4699	1.476739	0.027540	6.609707e-05	18.4684	1.520756	0.079719	3.838818e-05	18.4706	1.500559	0.066843	4.916099e-05	18.4696	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	d4d44787-be87-4f02-b1ae-0a6ed7389ac9	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.456 < 1.7	0.045631	0.034995	0.177011	0.08849999999999998	0.0885	12	20	4	18.5	0.092307	1.455940	0.999464	8.852796e-05	18.3879	18.3879	1.520756	0.079719	3.954870e-05	18.3995	1.500559	0.066843	5.064718e-05	18.3962	1.506119	0.029575	4.729740e-05	18.3972	1.476739	0.027540	6.809525e-05	18.3920	1.520756	0.079719	3.954870e-05	18.3995	1.500559	0.066843	5.064718e-05	18.3962	Yes	No	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes
